Nr Camere,Suprafata,Etaj,Total Etaje,Sector,Scor,Pret
2,54,2,6,4,2,78000
3,78.3,5,7,1,2,157550
3,77,5,11,2,5,102000
2,55,1,4,3,4,51040
3,84.5,3,11,6,4,95883
2,45,3,3,6,4,36250
2,56.3,4,11,2,5,75000
2,60,1,4,3,4,56000
2,52,9,12,4,2,86733
3,67.2,2,3,3,4,93000
4,90,2,5,1,2,112455
2,43,1,6,2,3,85500
2,36,1,3,5,4,43500
3,80,1,6,3,2,165000
3,106.86,0,10,2,5,125500
2,40,1,3,1,1,112000
2,60,6,9,2,2,120000
1,33,2,6,4,5,28500
3,81,0,1,6,4,79500
2,53.3,4,12,1,2,106451
2,55,1,3,2,3,44590
2,56,1,8,3,4,73300
2,42,1,6,5,1,61900
3,59.4,4,5,6,4,74300
2,55,3,11,4,5,56000
2,48,2,8,1,1,95000
2,43.67,0,8,1,1,63396
2,62,2,11,4,5,65000
2,48,0,8,1,1,68400
2,63,2,7,3,4,73000
3,104.26,5,11,2,1,255000
2,56.67,2,5,1,1,69700
2,51.77,3,11,4,5,64000
1,35,0,4,4,5,37997
2,60,4,11,6,4,50990
3,74,7,10,5,5,72000
2,43.4,1,11,3,2,89400
2,60,6,11,6,4,53900
2,55,5,11,6,4,47900
2,64,1,2,1,1,89500
3,68,2,8,5,1,109800
2,45.23,2,5,6,4,52800
1,41,7,8,5,5,46200
2,51.75,1,3,3,2,84900
3,70,3,8,5,1,114900
2,45,0,8,1,1,66504
1,35,0,4,4,5,38900
2,59.1,2,5,4,5,49100
2,44,3,3,4,5,56000
2,52,3,4,6,4,62000
3,61,3,9,2,3,92000
2,53.5,0,4,1,1,85600
2,49.9,7,8,1,2,97120
4,126,6,7,3,2,229000
3,63.1,5,10,2,3,68000
2,39.4,5,5,6,4,30000
1,43,1,3,4,5,52440
2,51,9,10,5,5,67500
2,57,1,4,3,4,84900
3,75,7,8,3,4,103000
3,83.75,5,11,1,1,146000
2,65,4,4,1,1,100000
2,56,2,6,6,4,63000
3,88.79,5,7,2,3,72760
3,72.96,6,8,3,2,150000
2,45,1,11,1,1,75334
2,55,7,8,3,4,105000
3,79,7,8,3,2,139500
3,89.81,3,7,2,5,73715
4,81,2,6,3,2,149870
2,55,5,8,4,2,83500
3,70.6,0,11,1,4,105000
3,72.5,4,4,1,1,94900
3,102,20,24,2,3,101000
2,56,2,10,6,4,73000
3,75,4,8,5,5,99000
2,40,0,3,2,1,69000
2,50,1,5,3,4,39950
2,63,3,11,6,4,59900
2,43,3,4,3,4,39500
2,46.87,0,2,3,4,43700
3,91,1,5,1,1,236000
2,50.7,1,5,1,1,146000
1,37,1,5,4,5,44000
4,115,1,1,1,1,320000
2,55,2,9,3,4,77400
3,76,1,3,3,4,67200
2,53,5,5,4,5,56000
4,137,1,6,1,1,299500
3,66.95,2,11,1,4,83000
2,57,2,3,3,4,51133
3,85,2,3,4,5,74990
2,93,0,3,3,4,77000
2,50,1,2,3,4,50000
2,55,1,3,2,3,46750
2,52,2,5,4,5,49900
2,49,1,4,4,5,55500
2,63,2,11,6,4,59900
3,85,2,3,4,5,71428
2,61.07,6,7,1,1,115000
2,68,1,3,3,4,75000
3,157,1,7,1,1,164000
2,55,2,9,3,4,75000
2,60,1,3,6,4,49000
2,59,3,11,6,4,67140
3,110,2,3,1,1,125000
2,58,7,9,6,4,62000
4,106.75,2,5,1,2,185000
2,42,3,4,3,4,41900
3,71.99,3,11,4,5,80000
1,33,1,5,4,5,30000
3,84.76,6,8,1,2,96000
2,48,1,3,1,1,91900
2,50,1,6,4,5,47500
1,44.06,1,5,5,1,55075
2,55,8,10,3,4,57000
1,42,1,3,6,5,49300
2,51,1,8,6,5,66500
2,50,2,4,4,5,52000
3,86,2,4,6,4,83000
3,74.95,13,14,6,4,66957
2,57,6,10,3,4,74500
2,43,4,5,6,4,43000
5,137,4,5,1,1,287500
3,85,5,5,4,5,76900
3,70,8,10,5,5,61900
2,55,1,2,4,5,75900
2,65,3,3,3,4,76000
3,68,2,5,5,1,60000
3,86,4,5,3,2,199900
3,86,1,3,6,4,71000
2,61,-1,4,1,2,74000
2,55,2,9,3,4,79800
2,55,4,9,3,4,79800
2,43,8,8,6,4,39000
3,78,8,9,3,4,99000
3,148.97,0,4,1,2,138999
2,50,3,4,3,2,115000
2,50,3,4,3,2,115000
2,58.44,4,5,1,1,131128
2,52,1,4,1,1,65000
2,53,1,7,6,4,46000
2,50,3,4,1,1,59900
2,46,1,7,6,4,42000
1,35,1,7,6,4,32000
2,56,1,11,6,4,73000
3,89.5,1,3,1,1,123500
2,59.93,6,6,6,4,51000
2,47.6,0,6,6,4,40500
2,71.36,2,4,1,1,107383
2,55.1,1,1,1,1,67200
2,56.75,2,6,3,2,97000
1,39,1,6,6,4,36000
3,71.36,2,4,1,1,120086
2,66,3,4,1,1,64934
3,76,6,8,6,4,64000
2,72,1,5,3,4,66800
2,50,0,4,1,4,63900
2,46.31,5,11,4,5,50500
2,46,6,9,3,4,58000
1,33,3,5,6,4,34900
2,39,1,11,1,1,68034
3,71,4,10,2,1,140000
2,51,0,4,1,1,122000
3,83.66,4,5,2,3,116652
3,68,3,8,3,2,136000
1,38,2,2,6,4,36000
3,92,2,4,2,1,139900
2,51,0,5,4,5,37899
3,70,3,5,6,4,57900
3,67,4,8,6,5,73000
3,90.8,2,11,4,2,162300
3,75,1,8,5,1,138000
3,70,1,10,3,4,90000
3,77,2,5,1,2,145000
2,59.17,2,4,1,4,68900
2,58,2,5,3,4,83000
2,67.2,4,6,1,2,136000
1,32,1,5,4,5,28500
2,50,2,7,1,2,79500
3,88.79,2,7,2,3,72760
2,55,0,10,3,4,59500
3,123.23,2,6,1,2,290000
2,58,3,5,4,2,114000
2,60.15,8,11,2,3,79500
2,62,0,5,6,4,77000
2,59,1,4,6,4,59000
2,61,3,12,1,1,116900
2,51,9,9,6,4,75000
2,45,1,5,2,3,44650
1,37,0,8,3,4,61000
2,57,4,8,3,2,110900
2,55,1,4,2,2,65000
3,89.81,4,7,2,5,73715
2,56.3,5,11,2,2,75000
3,76.68,6,10,1,1,169000
4,90.1,4,4,2,3,119900
3,70.9,3,7,1,1,106257
3,58,7,10,1,2,65000
2,60,1,3,2,3,56000
3,112,3,3,3,4,64900
4,100,5,6,4,2,169000
2,61,1,12,1,1,115900
2,64.87,5,7,2,5,56000
2,57,8,8,5,1,78900
5,177.51,5,5,4,2,330000
3,83,3,8,3,2,175000
2,60,2,5,4,5,58900
3,130,3,7,1,1,265000
2,55,4,8,1,2,74000
3,77.51,2,7,1,2,152420
2,54.8,4,6,3,4,80000
3,64,3,8,4,2,97000
3,86.28,2,7,1,2,113900
1,40,0,3,1,2,47000
4,91.5,1,2,1,2,140000
3,68.64,0,6,1,1,166379
1,40,6,11,6,4,57900
3,64,2,10,4,2,91000
1,28,1,3,3,4,38000
2,55.3,3,5,3,4,82950
1,34.5,0,2,2,5,33000
2,63,1,3,2,3,59000
2,64.87,5,7,2,5,56000
3,78,11,11,2,5,102000
2,37,5,5,1,1,104500
2,50,4,4,1,4,64400
5,188.2,3,3,1,2,294000
2,98.47,5,5,1,2,89000
2,52,1,2,4,5,46900
2,59,8,10,3,4,89000
3,95.61,6,6,3,2,152976
3,108.04,2,5,1,1,169990
3,67,8,8,6,4,70500
4,90,4,10,5,5,76500
3,111,1,4,1,1,329500
2,65.15,4,11,2,5,79500
2,61,4,6,1,2,136900
2,57.34,1,5,1,1,83800
5,151,1,2,5,4,239000
3,77,4,8,5,5,76000
3,92,9,15,3,4,152000
2,50,1,3,4,5,45000
2,61.2,0,3,6,4,88500
2,56,7,11,3,4,69048
4,80,5,11,6,4,82990
2,65,1,7,2,5,56000
2,74.95,13,14,6,4,64457
2,74.95,13,14,6,4,64457
4,116.9,4,12,1,1,289000
3,75,3,5,3,2,189900
2,65,2,4,4,2,95000
1,43,1,11,6,4,55952
2,60,3,4,6,4,59629
1,46,3,3,2,3,64204
2,59.22,4,5,1,1,81800
2,47,0,3,3,4,43650
2,57.99,1,7,1,2,75387
2,60,2,4,2,3,89000
2,52,3,8,4,5,56900
2,61,1,3,4,5,51800
3,83.5,5,8,6,4,58000
2,82,14,15,3,4,135000
3,66.93,3,3,6,4,54000
3,79.05,4,5,3,4,70019
2,60.4,4,6,3,4,88000
2,44,1,11,2,3,53700
3,85.46,1,6,1,1,191941
2,53,7,10,3,4,69000
2,64.55,2,5,5,1,80687
3,84.58,2,5,1,1,175824
3,72,3,4,4,5,78500
3,72,5,8,5,5,70280
2,50,4,4,3,2,78000
2,57,1,11,6,4,73000
4,119.2,2,12,1,1,309000
2,63.24,2,6,1,1,125000
2,53,0,2,3,4,47650
3,75,4,8,5,5,90000
4,85,2,3,5,5,70000
2,61,2,3,1,1,116500
4,130,2,3,6,4,120000
2,66,1,8,5,1,92400
4,126,6,8,3,2,229000
2,57.88,1,3,2,3,46855
3,78,2,7,1,1,170000
3,63,1,5,4,5,64760
2,62,4,7,3,2,70000
2,70,5,8,3,2,145500
2,57,0,8,4,5,70000
3,76,1,5,1,2,105000
2,50.26,4,10,1,1,95000
4,60,0,10,6,4,61500
2,52.43,4,7,1,1,81257
2,45.81,1,11,4,5,56000
3,65,7,10,2,5,59000
3,160,3,3,1,1,305000
2,78,3,9,1,2,141392
3,60,1,2,2,2,73000
1,45,6,12,5,1,72000
2,56,1,4,3,4,87300
3,88.79,6,7,2,3,72760
3,83,5,9,3,4,120500
2,53,2,9,1,1,65700
4,82.63,9,10,6,4,87000
3,80,2,4,1,2,176160
2,51,0,8,5,1,75900
3,67,2,4,5,1,96000
3,86,6,16,2,1,180000
3,70,3,8,6,5,89000
3,60,0,8,6,4,64900
2,53,2,4,6,5,69000
3,70,0,3,1,1,125000
3,72,2,4,3,4,71580
2,51.35,0,4,1,4,64400
1,43,5,12,3,2,72400
2,64,1,3,4,5,59000
4,150,0,1,1,1,250000
4,96,1,8,5,5,95900
2,51,1,6,4,5,51000
3,75,7,8,5,1,117600
3,80,2,3,3,4,73000
3,96,9,16,2,1,167000
4,100,7,8,3,2,178000
1,34,4,7,4,2,58000
2,56,8,11,2,5,75000
3,68,6,8,5,5,67500
2,64,1,4,1,1,117500
1,33,3,7,6,4,26900
2,60.25,9,11,2,5,79500
2,52,1,8,2,2,124000
2,59,3,3,1,4,53000
1,41.4,0,9,1,4,48200
2,60,1,3,6,4,58000
2,52.5,3,11,4,5,47900
3,71,4,4,1,4,91400
1,32,1,5,1,4,38999
3,89.81,6,7,2,5,73715
3,117,2,4,2,1,169900
2,55,3,4,4,2,78000
2,40,3,7,6,4,32000
3,75,5,5,2,3,85000
3,55,5,10,6,4,65000
2,49.42,0,3,2,2,88000
3,98.24,7,9,6,4,70000
3,90,2,3,1,2,124000
2,38,2,10,4,5,42000
3,82.75,1,9,4,5,83000
2,63,6,7,4,2,101000
4,150,0,4,1,1,367000
2,60,2,3,6,4,55000
2,54.35,0,3,6,4,47000
3,70,0,6,2,3,59900
3,70,6,10,2,2,105000
3,93.2,4,4,3,4,144460
1,42,2,8,6,4,49000
3,80,4,8,3,2,138800
1,56,0,5,4,2,86100
3,70,4,10,2,1,140000
3,76,5,10,6,4,92000
3,70,6,10,6,4,58900
1,35,11,12,6,4,45925
2,53,5,9,6,4,64000
3,56,0,6,4,5,55000
3,75,2,3,3,4,149000
2,50.37,2,11,4,5,58000
3,96,2,3,2,2,127000
3,65,3,3,3,2,130000
3,92,4,8,2,2,119000
3,82,1,3,6,4,66500
4,135,7,8,3,2,199000
3,85,3,4,1,1,168000
2,67,1,3,6,4,62000
2,74,1,8,2,3,66500
4,93,8,8,5,1,138000
2,40,1,2,1,1,73000
2,47.17,0,10,2,2,53000
1,36,0,4,6,4,38000
2,51.5,4,4,1,2,60900
2,50,1,5,4,5,44010
2,45,4,4,2,5,56000
3,71.1,0,11,2,5,113800
2,49,0,4,3,4,45700
3,112,3,4,1,2,240000
3,70,0,5,3,4,120000
5,250,6,7,3,2,360000
2,56.77,6,7,1,2,80000
2,63,0,4,1,2,87000
2,56.79,1,1,1,2,159000
2,54.3,8,9,1,4,61600
2,57.8,4,6,3,4,84000
2,65.9,3,5,5,1,82375
2,58.85,1,4,1,4,68900
4,90,1,8,2,3,109000
1,35,11,11,1,1,66500
3,68,4,4,6,4,67999
1,46,3,3,2,3,64204
3,171,9,9,6,4,140000
2,51,4,9,3,4,58500
3,67,1,2,1,4,110000
3,81,5,8,1,2,152285
2,47,2,11,3,4,68500
3,94,4,4,6,4,99900
1,52,5,5,4,5,36190
2,70,1,4,1,1,149900
3,65.53,1,4,1,1,126000
1,37,0,3,6,4,39000
2,53,3,3,6,4,74000
2,46,3,10,3,4,70000
2,70,8,8,3,2,142000
4,62,10,10,6,4,55555
2,65,2,5,4,5,65900
3,92,1,14,3,4,110000
2,50,8,10,3,2,106900
2,51,1,4,1,1,83500
3,98,5,12,4,2,163633
3,65,8,8,3,4,79600
3,101.2,1,5,4,5,86000
1,41,10,10,2,3,44000
3,86,2,5,3,2,199900
1,34,0,8,1,1,55000
2,52,10,10,1,1,94000
2,85,0,6,6,4,48900
2,52,3,10,6,4,55000
3,92,5,5,3,4,47000
3,66,2,8,1,2,135000
4,160,1,1,1,2,275000
2,67,2,8,2,1,165000
3,63.5,6,7,2,3,70500
2,61,3,12,1,2,117900
2,54,1,3,2,3,72500
4,82,3,8,5,5,77900
2,50,3,4,4,5,48900
2,55.83,1,11,2,5,73000
2,46,4,10,4,5,44900
3,90,1,6,2,2,139000
2,41,1,1,6,4,31950
2,50,3,11,3,4,67500
1,42,1,4,5,1,59700
3,52,0,4,1,4,54900
3,79,1,4,4,5,71350
2,48,1,7,1,2,84930
3,94,3,3,1,2,155000
3,60,4,10,2,5,72000
3,75,2,5,6,4,58000
2,51.3,4,4,1,4,64900
2,59.85,5,11,2,5,79500
2,64,2,5,2,3,95900
2,60.26,8,9,6,4,67619
1,44.62,1,11,4,5,55000
2,81,4,14,3,4,137000
2,50,5,7,4,5,68500
2,59.93,6,6,6,4,51000
3,86,2,3,1,1,245000
2,64.87,2,7,2,3,56953
3,107,3,3,3,2,151200
2,56.3,11,11,2,5,75000
2,51.8,3,11,4,2,99800
4,121,0,10,2,1,172000
2,56.45,8,11,2,5,79500
1,37,4,8,1,2,76930
2,56,5,5,4,5,47025
1,51.1,2,2,4,5,55000
2,66,3,4,1,1,64500
4,91,1,5,1,2,112455
2,59.75,3,11,2,5,79500
2,59,2,4,1,4,69900
3,74,8,8,2,2,89500
3,71.87,4,4,1,2,94900
2,76,2,11,6,4,86227
3,65,4,4,4,5,59800
4,108.58,9,11,1,1,108700
4,88,1,8,3,4,95000
3,96,3,3,6,4,82500
2,51.86,9,10,2,5,65000
2,45.81,5,11,4,5,56000
2,41,2,6,1,1,52900
2,61,2,3,1,2,109000
2,50,0,4,1,1,93000
4,137,3,6,3,2,220112
2,55,6,11,4,5,56000
3,84,1,8,3,2,147350
1,36,2,10,1,1,43000
4,82,1,8,3,4,115000
2,49.1,1,3,2,3,76000
3,125,2,4,2,1,280000
3,89,-1,1,1,1,106000
2,48,8,9,3,4,53499
3,67,4,4,6,4,62000
4,155,2,3,1,2,179950
2,57.63,2,15,2,3,110000
3,90,2,4,2,3,72100
3,80,2,3,6,4,78490
3,74,2,8,5,5,96500
1,50.51,1,5,5,1,63137
2,52,8,8,4,5,48000
3,77.3,1,3,3,4,68500
3,84,1,3,1,4,106000
2,55.68,1,9,2,1,113715
4,92,8,8,3,4,131000
4,59,8,10,5,5,47000
3,80,3,5,1,2,138990
3,81,7,8,3,2,130000
3,70,8,9,5,1,97000
4,90,9,9,6,5,99000
3,75,1,8,5,1,95000
1,36,6,10,3,4,55000
2,46,1,5,1,1,71357
1,50,1,14,1,1,118000
4,110,7,8,1,2,145000
3,68,1,15,6,4,81000
2,55,4,4,3,2,119000
3,92.6,4,7,1,2,157510
2,60,4,8,3,2,112000
2,55,4,4,3,2,78000
3,79,6,10,4,5,75000
6,165,0,1,1,1,375000
2,50,2,2,4,2,79900
6,232,1,1,5,4,459200
5,134,3,3,1,1,136000
3,79,3,5,1,1,175500
2,62,1,3,1,4,87000
3,90,3,5,1,2,170000
2,53,6,8,6,4,54000
4,80,5,10,2,3,102000
3,70,3,3,1,1,160000
2,52,1,4,6,4,41900
2,59,2,7,1,2,108510
1,35.5,1,7,1,2,72900
3,65,4,6,2,3,65000
3,68,0,2,1,2,117000
3,81,3,5,1,2,125000
3,68,2,8,5,1,109000
2,52,7,11,3,4,69500
3,54,2,3,1,2,74000
3,103,3,3,2,3,75000
1,40,3,10,3,4,51470
2,58,2,2,4,5,64500
3,73,5,14,1,2,130000
3,71,1,5,1,2,89953
4,112,0,1,2,3,150000
3,66.32,2,11,4,5,74000
2,78,1,4,4,5,64160
4,86,4,8,6,4,96000
2,64.87,3,7,2,5,56953
2,65.12,3,5,3,2,80687
2,56,10,11,3,4,65000
4,86.16,4,8,3,4,115000
2,92,0,4,1,1,75342
3,69,8,8,3,4,86500
5,188,15,16,2,1,450000
2,56,2,7,3,2,95000
3,76,6,8,3,2,173000
2,66,1,3,3,4,48950
3,76.95,2,11,2,5,102000
2,51,7,7,3,2,60000
2,62,4,10,2,5,67000
2,67,2,3,6,4,59950
3,80.4,1,9,1,1,92950
3,114.2,5,6,3,2,182720
2,50,4,4,1,4,63900
2,55,8,10,1,1,139500
2,48,2,5,4,5,54500
3,240,4,4,2,2,329000
2,62,7,12,3,2,92160
2,64,8,9,5,5,61500
3,84,2,3,2,3,72500
2,58,3,11,6,4,65760
3,128,4,7,1,1,138650
4,127,2,6,1,2,290000
2,64,1,6,1,1,179000
3,81.8,10,10,6,4,102500
2,49,7,10,6,4,68000
3,75,4,10,2,5,73000
3,81,4,6,1,2,227000
2,58,1,3,4,5,53500
4,128,3,3,1,1,280000
2,48,1,11,1,1,81071
2,70,5,7,3,2,152500
2,52,1,3,3,4,55000
4,130,2,3,3,2,105000
2,59,4,11,6,4,81528
3,94,2,3,1,1,185000
3,132,2,6,1,2,350000
3,82,4,6,1,2,159000
3,68,0,3,1,2,115000
3,71,0,5,1,2,94518
2,66,3,5,1,2,126000
2,55.45,3,5,3,4,83175
3,70,2,5,1,1,94719
2,56,1,4,6,4,59000
2,55,5,10,3,4,79500
2,50,9,10,6,4,59500
2,56,9,10,2,5,62000
3,127,2,6,1,2,290000
2,44,6,10,1,2,60900
3,70,6,10,6,4,69900
4,110,1,3,1,1,250000
2,56,3,10,3,4,73000
2,60,9,10,6,4,65000
2,52,4,4,4,5,59000
3,80,6,8,3,2,175000
2,35,10,10,3,4,40000
4,98,4,4,2,5,110000
3,72,1,8,2,2,105000
1,35,8,8,4,2,54000
2,52,1,10,3,4,79500
2,41.8,1,4,3,4,41705
2,59.7,1,1,1,1,72100
2,51,4,10,2,3,71000
2,54,3,10,3,4,59000
2,53,3,4,5,5,47300
2,50.22,1,7,6,4,51300
2,66,6,7,1,1,113000
3,70.35,1,10,4,2,87000
3,62,1,4,3,4,61655
3,65,8,10,3,4,72000
3,81.85,7,11,6,4,102500
2,76,3,9,3,4,89000
3,64,2,4,4,5,69990
1,43,2,4,2,3,44500
3,105,1,5,1,4,110500
4,85,0,4,3,2,79900
2,53.51,1,2,4,5,96000
3,84.26,2,5,1,2,179000
3,73,2,8,3,4,102800
3,67,4,4,6,4,75000
3,67.5,-1,2,1,4,95000
2,50,4,4,5,5,51000
2,55,7,12,3,2,92616
5,94.4,2,7,1,1,140000
4,105,3,7,2,2,165000
2,87,7,11,3,2,53900
2,72,3,3,1,4,87000
2,55,3,5,5,1,81500
4,130,6,8,3,2,180000
4,101,4,4,2,3,125000
3,71,4,9,1,4,58000
3,74,2,8,1,2,168000
3,92,6,11,3,2,189000
4,123,2,6,3,2,160000
2,79.52,3,4,3,4,104500
3,67.66,10,11,2,3,129888
3,145,4,4,1,1,137498
1,40,0,4,4,5,50000
3,74.2,3,3,6,4,59800
5,142,2,3,1,1,350000
2,51,8,8,2,2,72000
2,50,4,4,1,1,77500
4,90,8,8,3,2,116500
2,52.2,9,10,5,5,46900
4,87,0,4,1,1,136000
2,51,2,5,4,5,46900
3,80,2,3,1,1,149000
2,52,2,10,2,3,64500
1,35,1,3,4,5,49900
3,67,2,7,4,2,92000
2,47,1,11,3,4,69600
3,75,1,5,1,2,146000
2,49,3,3,2,2,68240
2,50,9,10,2,5,47000
2,50,0,4,3,4,46500
1,32,9,10,6,4,36500
4,110,2,11,3,2,199000
2,50,4,10,3,4,59900
3,156.75,6,13,1,1,390000
4,104,6,7,3,2,245000
2,57.34,1,5,1,1,83800
2,70,2,10,1,1,142000
2,47,0,4,4,2,67000
1,37,11,11,6,4,45500
4,164,1,4,1,1,380000
2,63.86,2,2,1,1,132000
1,42,3,13,3,4,54500
2,54,1,5,1,2,123990
3,68,8,8,6,4,63000
2,63,2,8,3,2,114900
3,90,1,3,1,2,195000
1,40,4,4,6,4,45000
4,94,8,9,3,2,189000
4,80,4,4,6,4,80000
2,62,0,6,1,2,108000
2,55,3,8,4,5,56000
3,80,2,7,2,2,139000
2,55,2,5,5,1,80688
5,165,0,2,1,1,350000
2,51,3,10,2,3,55000
3,60,2,3,4,5,55650
2,75.49,10,14,6,4,64921
4,105,8,9,2,2,240000
3,75,8,8,4,5,79990
1,44,0,2,6,4,44000
3,56,1,5,3,4,89000
3,65,7,8,2,3,75500
3,110,5,6,6,4,110000
3,90.69,5,9,2,1,207850
3,95,1,10,3,4,125000
4,200,4,5,2,1,380000
1,37,0,4,5,5,40500
3,65,1,3,6,4,52500
2,64.87,5,7,2,5,56000
2,48,1,3,3,4,54800
1,37,0,8,1,2,79094
3,72,8,8,3,4,95000
2,60.4,0,6,4,5,48470
