Nr Camere,Suprafata,Etaj,Total Etaje,Sector,Scor,Pret
2,54.55,4,11,2,5,79000
3,60,2,3,1,2,135000
3,50,5,7,1,2,86000
3,67.1,1,9,1,1,79500
1,27.76,7,10,6,4,38900
2,52,1,3,1,4,68000
4,99,0,4,3,4,130000
4,270,5,5,1,1,377000
3,91,3,4,1,2,173500
4,170,2,5,1,1,375000
2,49,9,10,3,4,68500
2,52,1,4,3,4,54900
2,72,3,4,1,2,73000
2,61,8,9,4,2,90000
3,64,11,11,2,3,65000
3,89.81,3,7,2,5,73715
2,40,5,5,6,4,35900
4,79,5,10,6,5,114500
2,59,1,7,1,2,104440
2,51.86,0,6,6,4,54453
3,70,1,1,1,1,89953
3,70,4,11,2,3,88000
3,71,5,10,2,1,127300
2,57,1,4,4,5,57000
4,105.95,10,11,6,4,132500
2,63.5,6,7,2,3,69850
2,58,2,5,4,5,63900
2,52,1,2,4,5,46900
2,40,0,4,3,4,42900
2,55,5,8,4,2,82500
2,60,2,3,2,3,63000
2,50,0,10,4,5,55000
2,60.25,7,11,2,5,79500
2,45.17,4,11,4,5,55000
4,92,2,7,4,5,83000
3,116,2,3,1,1,149000
2,49,2,5,4,5,42000
3,63,2,2,1,2,83000
2,61,4,6,5,1,135000
1,45,1,1,4,5,33600
3,81,5,7,2,1,160000
2,62,4,7,3,2,70000
3,68.25,1,11,6,4,83000
2,60,11,11,2,5,79500
5,111,2,10,1,1,289000
3,96,1,4,1,2,119700
2,58,1,3,6,4,68000
3,72.1,3,11,2,5,103500
2,55.51,1,2,4,2,96000
2,50,0,4,6,4,38000
3,64.45,0,11,2,5,127000
2,50,0,5,3,4,76600
4,131,6,8,3,2,180000
2,54.55,2,11,2,5,83500
2,64.87,7,7,2,5,56000
4,148,2,4,1,1,329000
1,36,4,5,4,5,26000
1,44,3,12,4,2,72550
3,88.79,7,7,2,5,72760
2,51.7,5,6,6,4,40200
3,80,1,4,4,5,74500
3,78,7,8,5,1,114000
2,58.9,2,11,6,4,73500
1,29,3,4,3,4,35000
3,71.65,5,11,2,5,103000
2,55,2,4,3,4,50900
2,56,6,12,4,5,55000
2,49.9,2,7,1,2,89700
3,75,2,8,1,1,105000
3,62,1,4,1,2,79000
3,99,1,8,1,1,230000
2,49.76,8,10,6,4,69000
3,87,5,6,1,2,218000
3,96,2,3,1,2,128000
2,58.38,1,5,1,1,120089
4,80,0,5,1,1,111247
3,72,9,10,2,3,137000
3,80,1,8,2,1,130000
3,80,4,7,3,2,139000
4,80,0,4,6,4,75500
5,140,2,3,1,2,215000
1,33,6,8,4,2,52800
2,51,0,4,1,1,97000
3,78.15,10,11,2,5,102000
2,52,1,8,6,4,39900
3,78,3,4,1,1,88400
2,56.3,7,11,2,5,75000
1,41,2,4,2,3,46000
2,73,1,1,1,1,165000
2,59,1,11,2,5,79500
3,75,2,5,6,4,58800
2,60,0,5,5,5,55000
2,62,3,4,4,2,95286
4,92,0,1,1,2,138000
2,54.97,2,3,2,3,59000
3,93,4,5,1,1,204000
3,68,0,4,6,4,72000
2,61.27,7,9,6,4,45000
2,60,2,6,3,4,82998
4,108,1,7,4,5,83000
1,33,10,10,2,3,39900
2,58,4,7,3,4,62000
4,99,0,5,1,1,229000
2,45,0,1,3,2,79000
3,65,4,8,3,4,73900
3,80.38,0,3,1,4,130000
3,72,7,8,5,5,73500
1,32,3,10,2,3,44500
2,50,7,8,3,4,65000
4,103,1,1,3,4,93000
3,70,7,9,6,4,91000
2,98,0,6,5,5,54900
3,95.97,0,11,1,1,171500
3,85,2,9,3,4,80000
2,68,2,5,1,2,98000
3,68,2,2,2,1,125000
3,57,-1,1,1,1,98000
3,77.6,8,8,3,2,97000
4,88,3,4,4,5,85999
3,92,3,4,1,2,200000
3,65.2,11,11,1,4,82000
2,55,1,3,4,5,50000
3,81,0,4,2,2,210000
1,34,1,3,4,5,37000
6,175.18,0,1,2,2,200000
4,112.85,3,5,1,2,185077
4,82,2,8,2,2,109900
3,70,7,8,6,5,72500
2,67,2,3,6,4,59950
3,87,1,9,3,4,125000
2,70,3,7,6,4,44000
3,88.79,4,7,2,3,72760
2,81.64,5,5,1,2,79000
3,80,7,10,1,2,174000
2,59.75,2,11,2,5,79500
3,85,4,4,1,2,143000
3,88.79,3,7,2,5,72760
2,59,7,9,3,2,118900
2,56,3,7,6,4,43500
3,88.79,7,7,2,3,72760
1,33,8,8,3,4,41000
2,61,0,5,5,5,56000
3,76,8,10,2,3,77500
2,47,2,7,1,2,83000
2,51,3,4,1,1,65000
2,51,6,10,4,5,60500
4,81.84,1,1,1,1,129000
2,52.61,3,11,1,1,64600
2,49,2,3,1,4,61500
3,78,4,5,1,4,89999
3,78,2,6,3,4,111500
3,72,7,7,6,4,58900
4,121,3,5,1,2,132000
2,60,2,3,1,2,89900
3,77,4,11,2,5,102000
1,30,0,3,3,4,47000
2,57,6,11,2,1,89900
2,59.67,2,4,1,4,72400
2,39,1,5,4,5,38500
3,71,3,10,2,3,79900
2,50.9,0,6,6,4,43500
4,145,3,4,1,1,328000
2,58.79,2,3,3,2,107000
2,55.91,1,7,1,2,107730
2,61,2,5,4,2,108000
1,33,6,8,6,4,46000
3,88.79,3,7,2,3,72760
2,55,4,8,3,4,72500
3,66,2,8,5,5,69900
4,93,4,11,1,2,219000
2,51,3,10,4,5,50500
4,86,0,8,5,5,95000
2,57,1,5,3,4,86600
2,57,1,4,3,4,62000
3,85,2,4,1,2,115000
5,120,11,12,2,5,205000
1,30,7,9,2,2,42000
3,63,10,11,5,5,49900
4,135,2,6,1,2,290000
2,82,4,17,4,2,130000
3,150,3,4,1,2,445000
4,89,9,10,1,2,159000
2,56,9,10,5,5,49400
2,60,6,8,2,2,120000
3,80.29,0,11,3,4,99000
2,54,2,8,5,1,69000
2,45,0,8,4,5,57200
3,87,2,6,1,1,210000
3,73,4,5,4,5,83000
1,33,4,4,6,4,44500
3,100,1,4,1,1,124500
2,62,1,3,4,5,57500
1,20,6,10,3,4,33000
3,106,2,5,1,1,117500
3,72,7,7,4,2,97000
2,118.25,5,5,3,4,89110
3,88,5,7,3,4,85000
1,42,2,11,1,1,46000
2,59.97,4,9,1,2,129000
3,80,7,8,3,2,141000
3,70,1,5,2,3,132000
3,87,0,3,2,3,150000
3,73,5,12,1,2,134999
3,78,1,7,3,4,88000
2,50,4,6,3,4,42500
3,72,1,4,3,4,64300
3,150,0,6,1,1,359000
2,53,2,10,2,3,65000
3,85,5,10,2,3,123000
2,54.4,0,11,6,4,65200
3,70,6,10,6,4,62000
2,53,1,8,2,3,76990
4,125,0,2,1,4,230000
2,55,5,10,6,4,61500
5,154,0,2,3,2,220000
2,57,6,11,4,5,57100
1,32,0,8,6,5,40000
3,72.15,0,5,6,4,125000
2,55,1,4,6,4,58999
2,45,2,9,3,4,62500
2,46,7,10,6,4,53000
2,57.79,4,10,1,1,112000
1,45,3,6,6,4,36500
2,62,1,2,1,2,56500
5,142,1,2,1,1,180000
2,47,2,2,1,4,47900
1,40,2,4,4,5,46000
2,59,2,7,4,5,50500
4,88.69,2,3,1,1,159000
2,56,5,7,4,5,51900
2,52,2,5,4,5,46900
3,85,2,5,1,2,136170
3,100,5,11,1,1,180000
2,63,3,8,2,2,139000
3,85.3,8,8,6,4,84358
2,60,2,7,6,5,55501
1,37,4,11,3,4,49524
1,32,0,3,1,1,54900
2,53,3,4,1,2,85000
2,65,1,5,4,5,48000
2,57,0,3,2,3,75672
1,32,0,3,3,4,30500
2,57,4,5,3,4,75000
3,138,2,5,1,1,178000
2,54,6,8,2,5,65000
3,88,4,6,1,2,169000
3,76,7,10,5,1,115100
3,126,5,5,1,2,243000
4,152.57,10,14,6,4,131772
2,53,2,3,2,3,80130
2,61,1,8,2,2,124000
2,69.9,2,8,6,4,62672
2,57,9,9,3,4,71620
2,54,10,10,2,3,79900
2,54,3,4,3,4,53800
2,76,0,3,5,5,84000
3,84,1,5,1,2,133820
2,75,0,4,1,2,109000
2,53,1,3,4,5,45000
4,83,1,10,1,1,163000
3,83,4,5,3,2,202900
4,118,0,3,1,1,265000
2,74,1,5,5,1,88900
4,119.8,3,3,3,2,158500
3,82,1,5,3,4,73400
2,54,1,5,4,5,47000
2,75,4,5,1,2,125539
3,76,3,3,1,4,93500
3,60,5,11,3,4,66000
2,42,7,10,6,4,49600
3,62.43,0,11,2,3,76500
2,54,1,3,4,5,50000
3,145.8,1,8,2,2,280000
2,69.9,1,8,6,4,62672
2,74,2,5,3,4,66800
2,57,4,5,4,5,55500
4,99,6,8,3,2,178000
3,90,5,8,3,2,145000
2,63,3,11,6,4,59900
1,33,10,11,3,4,34500
2,67.5,1,6,2,3,68000
2,67,3,3,3,4,45500
2,63,0,3,4,5,56000
2,36,2,6,1,1,46340
2,58,1,5,1,2,84960
3,84,3,4,2,3,64900
3,55.78,8,9,1,2,85000
3,73.25,10,11,2,5,103000
3,111.35,1,3,1,1,173025
2,54,1,5,1,2,124000
2,52,2,4,6,4,41900
1,48.14,1,6,3,2,76320
1,37,1,2,4,5,46900
3,79.2,1,4,4,5,68950
3,111,11,15,3,4,155000
3,88.62,3,8,1,2,169632
2,56.18,9,9,3,4,90000
2,51,0,4,1,4,64400
2,50,2,4,1,4,56000
3,85,5,8,3,2,174000
2,38.21,10,11,4,5,47000
1,30,1,5,6,4,25500
2,65,3,3,4,2,95000
2,60,9,10,5,5,63300
3,65,1,3,2,3,84900
2,66.3,1,2,1,1,81500
1,32,4,6,6,4,30400
3,102,7,11,2,1,174990
2,55,1,11,6,4,78900
3,71,6,10,2,1,170000
3,82,1,9,4,5,94000
3,81,3,8,4,5,79000
3,102.58,5,17,2,3,119000
2,55,4,4,3,4,67500
4,95.16,0,3,1,2,165000
4,99,3,6,3,2,215000
4,86,1,1,6,5,102000
3,60,3,8,1,2,91000
3,69,1,4,3,4,58800
1,18,4,10,3,2,32500
1,43,0,3,2,3,33000
3,83,2,7,3,4,93000
3,63,3,4,1,1,129990
3,110,2,5,1,1,173000
3,98,11,16,2,1,167000
1,33,0,4,3,4,35500
1,50,2,7,3,2,105000
2,63,1,4,6,4,65000
2,60.46,1,5,5,1,92500
1,39,1,6,4,5,40900
3,68,5,5,3,4,79000
3,74,4,5,3,2,74999
4,85,0,8,5,5,82500
5,136,4,5,1,1,287000
3,64,0,4,3,4,59750
4,176.5,2,5,1,2,263600
3,74,3,11,4,5,74000
3,74,0,8,1,2,173850
3,100,6,8,3,2,167000
2,60,3,9,1,1,71600
3,65,0,4,3,4,85000
1,31,2,2,4,5,26999
3,77.87,2,9,2,1,170346
2,56,1,9,5,1,79800
2,56,9,9,3,4,90000
1,38,2,6,4,5,35500
3,73,7,10,1,2,110000
1,35,1,6,6,4,27500
2,52,2,7,3,4,61000
1,32,3,10,2,3,45500
3,79.2,3,11,3,2,144000
3,64.12,7,7,1,1,99726
2,66,1,3,4,5,68000
3,70.19,3,5,1,1,140400
4,135,7,8,3,2,199000
2,60,6,10,2,3,88000
2,56.36,1,9,2,1,114250
3,67,1,4,4,5,75900
2,56.66,5,9,2,1,118965
4,121,6,6,1,1,296000
2,61,1,8,1,2,111200
2,112.91,0,6,1,1,330000
2,53,1,3,4,5,48900
2,58,4,7,1,1,104900
3,65,1,3,2,2,140000
2,67,5,12,3,2,111466
2,62,2,5,1,2,150000
2,60,9,10,2,3,66900
3,75,2,2,4,5,56100
2,47,1,8,1,2,50000
2,63,1,5,1,1,124000
1,34,1,3,6,4,35500
2,55,3,3,6,4,70500
3,94,2,2,1,2,144000
3,69,0,3,1,1,125000
2,56.31,5,10,1,1,118500
1,30,1,10,2,5,42500
2,41.5,0,3,3,4,59000
2,55,1,5,4,5,58900
4,156,3,4,1,1,275000
4,80,4,4,6,4,75000
2,52,4,4,1,4,57900
3,95,10,11,4,5,101000
2,65.2,1,8,4,5,56000
2,56,3,7,3,2,108000
2,52,1,6,6,4,44300
2,59,4,4,1,1,120000
3,68,0,8,2,3,73900
4,90,7,10,6,4,92000
1,35,0,4,4,5,37050
3,110,10,10,1,1,204250
2,36,1,4,4,5,42800
3,99,2,8,2,2,195000
3,62,3,4,1,2,79000
2,59,1,8,6,4,74000
4,123.5,1,6,4,2,235000
2,52,2,10,4,5,50500
3,81,0,4,2,2,210000
3,87,3,3,1,1,135000
5,111,2,10,3,2,289000
2,98.26,0,3,1,1,220400
2,80,9,16,2,1,140000
4,82,10,10,2,5,85000
2,56.45,11,11,2,5,69000
2,64.87,2,7,2,5,56953
2,43,3,3,2,3,67000
2,51.3,1,5,4,5,46900
3,84.5,3,4,1,2,99900
2,67.2,6,6,3,2,107520
3,87,2,3,1,2,150000
3,72.1,2,11,2,5,103000
2,53,2,3,2,3,80130
4,96,9,9,6,4,105000
1,42,1,5,1,4,52000
2,52,1,5,6,4,58900
2,52,8,10,6,4,51900
2,60,2,2,6,4,51000
3,64,1,11,1,1,110188
3,89.5,1,3,1,2,123500
3,78,1,11,1,1,130354
1,16,2,4,3,4,19900
1,37.09,-1,9,1,4,39700
3,107.05,2,4,1,2,129999
2,58.85,1,4,1,4,69900
3,62,1,4,1,1,79000
3,78.14,1,4,1,2,92400
2,53,7,10,6,4,53000
2,56,2,3,3,4,53500
3,85,2,3,4,5,74990
2,55,2,5,1,2,74900
4,109,2,5,1,2,149500
2,40,2,3,2,2,48500
1,52,-1,2,6,4,29000
5,120,6,7,3,2,256000
1,16,4,4,3,4,19900
3,85,2,5,1,2,114500
2,54.2,3,11,6,4,68000
1,30,-1,2,6,4,19500
2,68,1,7,3,2,125000
2,56,2,3,3,4,53500
3,84.2,4,4,1,4,120000
1,35,2,4,1,4,43000
1,40,0,5,3,4,44500
1,43,8,10,3,4,64000
2,48.83,2,11,4,5,61000
4,157,1,4,1,1,458700
2,66.17,2,2,1,2,94300
2,55,1,11,1,1,88424
4,107,1,7,3,2,235000
3,93.12,1,2,1,2,130252
2,54.37,2,4,1,1,96300
2,58,4,4,4,5,59000
2,64,3,8,2,2,148000
3,62,3,6,4,5,58700
2,87,0,4,1,1,73592
2,55,1,1,1,1,117000
2,58,1,5,4,5,57200
2,56.19,7,10,4,2,79900
2,56.75,4,6,3,4,83000
1,31,1,10,2,3,40000
3,71,6,6,2,3,135000
2,56.6,2,4,1,1,64900
1,41,0,3,6,4,35000
2,55,5,9,3,4,79800
3,88,1,2,1,4,135000
2,55,7,12,4,2,92616
2,39,1,6,4,5,35000
3,68,2,8,3,4,87800
3,90,2,5,1,2,140000
4,145,3,4,1,1,325000
2,51,2,4,1,1,65000
3,79.2,3,11,4,2,144000
2,63,2,5,4,5,90500
1,32,4,4,2,3,38000
6,173.7,1,2,1,1,185000
2,54.35,0,11,2,1,130000
2,52,10,10,2,3,59999
2,57,3,5,4,5,62900
2,72,2,9,1,1,81700
1,40,2,5,6,4,31333
2,55,2,9,3,4,71800
2,80,3,9,1,1,93500
2,51.6,5,11,3,2,104900
2,54,5,5,4,5,61500
3,73.04,0,5,5,1,135000
2,52,8,8,2,3,68499
3,64.75,2,2,1,1,85500
2,63.13,1,1,1,2,112000
1,35,2,3,4,5,35000
2,52,2,3,3,4,48000
3,104.26,5,11,1,1,255000
2,70,1,8,3,2,125000
2,57,2,3,1,4,67900
3,69,3,3,1,4,75900
2,38.86,3,5,6,4,33155
4,84,5,8,2,5,88000
1,32,3,11,4,5,45000
1,40,4,4,4,5,47900
3,74,4,10,3,4,95000
1,44.06,1,5,3,2,55075
3,85,5,6,1,1,209000
1,45,1,4,2,2,76415
2,52,6,8,4,5,62500
3,85,7,7,3,2,200000
2,46,6,6,1,2,65000
2,52,1,5,6,4,56000
2,58.15,3,3,2,3,87000
4,133,2,3,1,1,374900
1,37,2,5,6,4,44300
3,80,1,8,3,2,145000
4,82,4,4,3,4,82500
2,51,1,5,4,5,46900
3,62.43,0,11,2,3,76500
2,53,1,6,6,4,45000
3,70,3,4,1,2,114000
4,81,6,8,2,2,116000
3,80,6,11,6,4,150000
1,32,7,10,3,4,39000
2,55,1,3,3,4,54500
2,54.2,8,11,6,4,68000
3,61,1,10,6,4,62900
3,78,7,11,1,1,185000
2,56,2,5,6,5,84500
3,67,4,4,1,4,74500
2,50,8,15,4,5,61000
2,55,2,11,6,4,82900
3,66,1,2,1,2,89000
2,52,7,8,2,3,89500
4,83,0,8,3,4,83500
5,210,1,2,1,2,319000
2,56,5,8,1,1,81900
3,94,2,4,1,1,175000
3,120,1,3,5,5,94500
3,77,1,4,1,2,174000
2,49,1,7,1,2,63800
3,78,5,8,1,2,79000
2,56,1,4,6,4,44000
3,75,3,4,1,2,129000
4,110,6,7,3,2,195000
2,35,3,3,1,2,64000
1,37.65,0,5,6,4,39600
3,82,2,5,1,2,135000
3,63.47,1,6,1,2,135000
2,55,8,10,5,5,47900
2,51,4,5,6,4,53333
1,35.06,10,12,1,1,60000
3,65,8,8,2,3,67000
4,187,1,8,1,1,370000
1,46.78,1,7,2,3,41429
3,80,2,11,4,5,75000
1,18,7,10,2,5,25500
3,78.4,1,11,4,2,142000
3,84,2,5,1,1,159000
3,107,2,3,4,5,76800
3,68,10,11,1,1,100000
2,54,4,4,1,1,95500
2,50,1,6,6,4,41900
3,72,10,10,6,5,75000
2,66,7,7,5,1,66900
2,93.79,5,5,2,3,70478
2,64.87,4,7,2,3,56953
3,62,7,10,2,3,69900
2,50,2,11,4,5,50500
2,43,7,7,6,4,42500
3,86,1,1,1,1,194000
4,93,1,5,3,2,200000
2,71,9,9,3,4,96000
3,72,2,11,4,5,73000
4,174,3,4,1,1,160172
3,90.63,2,2,1,1,180800
1,33,2,5,4,5,28500
2,54.1,1,10,1,1,105000
4,160,4,6,1,1,289000
2,52.2,7,12,1,2,99500
4,128,9,10,1,2,199000
4,104,10,11,2,3,110000
2,58,1,3,5,5,61000
2,56,3,4,2,3,65000
5,113,1,8,3,2,210000
2,55,3,8,6,4,44000
1,33,1,4,6,4,30000
2,65,9,11,2,3,109500
3,122,6,8,1,1,245000
2,59,1,9,6,4,73000
2,72.82,1,9,5,1,94666
2,96.24,11,11,1,2,135000
3,90,0,4,2,2,140000
3,66,3,7,6,4,67450
3,88.79,4,7,2,3,72760
1,45,3,4,6,4,52000
4,151,2,3,1,1,246400
1,42,8,8,3,4,49500
2,39,3,10,6,4,58000
2,55,5,10,2,3,58500
3,82,1,5,2,3,75700
2,82,0,4,1,2,179000
1,41,1,6,3,4,42380
2,55,2,3,3,2,100000
3,70,9,10,1,4,65500
2,59,8,9,3,4,68500
3,60,5,7,1,4,70500
5,200,0,3,1,2,229000
4,78,1,4,6,4,78000
3,70.46,0,5,6,4,66900
4,85,8,8,2,3,91899
3,97,4,5,1,1,165000
3,80,2,8,3,2,180000
4,112,2,8,1,2,160000
2,58,1,3,6,4,47500
2,49,3,4,6,5,73000
1,32,1,8,6,4,32000
4,85,3,8,4,5,84000
3,61,3,4,3,4,66000
4,95,7,10,6,4,96999
5,180,2,3,1,2,249000
2,59.63,5,8,1,2,74998
1,39,0,3,3,4,52500
2,40,0,2,3,4,38000
3,65,1,4,1,1,126000
2,63,0,8,5,1,70000
4,84,7,8,6,5,87000
1,32,1,10,2,3,45500
1,31,0,11,3,4,44000
3,74,1,8,3,2,170000
3,112,0,1,6,4,87000
3,119,6,6,1,2,230000
2,54,1,2,1,1,66414
2,50,2,3,1,1,105000
3,67,7,10,4,2,97000
1,38.96,1,3,4,5,35000
2,54,2,3,3,4,54920
1,42,1,4,6,4,42800
1,41,5,5,2,2,44900
2,37,3,10,4,5,45000
3,92,1,6,1,1,139000
2,53,1,3,3,4,80000
3,145,3,6,1,1,300000
2,69,4,12,1,1,159000
3,90,1,15,2,5,89500
3,129.36,0,7,1,1,167000
2,51,2,3,1,1,89900
3,67,9,10,4,2,85000
2,78.39,9,11,4,5,52900
2,62,2,3,2,3,84630
2,48,4,4,1,1,109999
2,40,8,10,6,4,46000
1,39,0,8,3,2,55000
4,77,1,8,6,5,103000
2,52,0,2,3,4,53800
3,65,1,8,5,5,77000
2,60,3,3,6,4,55300
1,40.13,0,3,3,4,37100
3,80,0,7,5,1,110000
3,121,6,8,1,1,245000
4,134,1,6,1,1,335000
2,37,0,4,3,4,35000
2,44,2,2,3,4,45450
1,33,4,10,4,2,57000
3,89,5,6,1,2,135000
2,55,1,3,3,4,49500
1,33,0,3,4,5,45000
3,57,0,8,2,3,62800
3,125,0,5,1,1,135000
3,76.6,1,2,1,4,104900
2,75,3,6,1,2,120000
4,87,4,4,4,5,98000
3,62,2,4,4,5,65000
4,81,6,10,4,5,94999
2,46,4,11,6,5,63665
4,132,8,8,1,2,190000
2,46,3,3,1,4,56500
3,62,5,5,3,4,59900
2,59,0,8,3,4,73000
1,40,2,8,3,2,65000
4,124,8,8,3,2,250000
4,124.16,4,13,1,1,300000
1,29,0,1,2,1,39500
3,71,10,10,3,4,72000
2,82.2,0,5,3,2,110000
2,62,1,3,2,3,53500
2,43,1,6,2,1,85500
2,51,3,6,6,4,55000
4,130,11,11,1,1,226888
3,63,2,8,6,4,50400
2,55,9,9,2,3,70000
3,90,2,5,4,5,71500
3,85,1,5,2,3,78570
3,117,2,6,1,2,290000
3,76,2,3,1,2,156000
1,33,0,5,6,4,41000
2,58,1,3,4,5,52500
2,53,8,10,2,3,85000
3,80,2,8,3,2,170500
2,55,6,10,6,4,76500
4,145,2,5,1,2,249000
3,66,6,8,4,5,73600
3,90,0,3,1,1,113900
1,42,1,3,4,5,42000
2,50,6,10,3,4,57000
3,78.42,0,10,1,1,187000
4,114,1,8,1,1,269000
4,110,5,8,1,1,100000
1,49,1,10,2,5,49000
3,102,2,5,1,1,189000
4,96,1,3,3,2,200000
1,35,1,3,4,5,47000
2,60,6,7,1,2,89500
3,80,3,5,1,2,139000
